"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"11",1691096733025,"03/08/2023 21:05:33",1691100333025,1,"03/08/2023 23:05:33",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",10531.787,27596.354,27605.912000006,10531.787,27596.354,27605.912000006,1,10531.787,17074.125000006,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM79155"
"12",1691096733025,"03/08/2023 21:05:33",1691100333025,1,"03/08/2023 23:05:33",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",17880.856,27596.354,27606.512,17880.856,27596.354,27606.512,1,17880.856,9725.656,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM79155"
"13",1691096733026,"03/08/2023 21:05:33",1691100333026,1,"03/08/2023 23:05:33",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",21397.074,27596.354,27606.912000006,21397.074,27596.354,27606.912000006,1,21397.074,6209.83800000596,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM79155"
"14",1691096733032,"03/08/2023 21:05:33",1691100333032,1,"03/08/2023 23:05:33",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM79155"
"1",1691077514498,"03/08/2023 15:45:14",1691081114498,1,"03/08/2023 17:45:14",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM91602"
"2",1691077535687,"03/08/2023 15:45:35",1691081135687,1,"03/08/2023 17:45:35",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",21191,21189,21191,21191,21189,21191,1,21191,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM91602"
"3",1691077535688,"03/08/2023 15:45:35",1691081135688,1,"03/08/2023 17:45:35",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",10091,21189,21193,10091,21189,21193,1,10091,11102,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM91602"
"4",1691077535688,"03/08/2023 15:45:35",1691081135688,1,"03/08/2023 17:45:35",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",16994,21189,21193,16994,21189,21193,1,16994,4199,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM91602"
"5",1691077535689,"03/08/2023 15:45:35",1691081135689,1,"03/08/2023 17:45:35",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",20161,21189,21193,20161,21189,21193,1,20161,1032,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM91602"
"6",1691077551411,"03/08/2023 15:45:51",1691081151411,1,"03/08/2023 17:45:51",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",15727,15724,15727,15727,15724,15727,1,15727,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM91602"
"7",1691077551413,"03/08/2023 15:45:51",1691081151413,1,"03/08/2023 17:45:51",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",7785,15724,15728,7785,15724,15728,1,7785,7943,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM91602"
"8",1691077551413,"03/08/2023 15:45:51",1691081151413,1,"03/08/2023 17:45:51",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",10841,15724,15728,10841,15724,15728,1,10841,4887,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM91602"
"9",1691077551413,"03/08/2023 15:45:51",1691081151413,1,"03/08/2023 17:45:51",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",13446,15724,15728,13446,15724,15728,1,13446,2282,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM91602"
"10",1691077560811,"03/08/2023 15:46:00",1691081160811,1,"03/08/2023 17:46:00",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",9402,9396,9402,9402,9396,9402,1,9402,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM91602"
"11",1691077560811,"03/08/2023 15:46:00",1691081160811,1,"03/08/2023 17:46:00",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",4514,9396,9402,4514,9396,9402,1,4514,4888,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM91602"
"12",1691077560811,"03/08/2023 15:46:00",1691081160811,1,"03/08/2023 17:46:00",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",5826,9396,9403,5826,9396,9403,1,5826,3577,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM91602"
"13",1691077560811,"03/08/2023 15:46:00",1691081160811,1,"03/08/2023 17:46:00",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",8632,9396,9403,8632,9396,9403,1,8632,771,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM91602"
"14",1691077560813,"03/08/2023 15:46:00",1691081160813,1,"03/08/2023 17:46:00",139282,42,"questionnaire-uu2n",NA,31037092,9203593,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2562x1332","2560x1325",NA,NA,NA,"BIQ (Charlotte)",2,"In","IJHAGBFCED","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM91602"
"1",1690979438407,"02/08/2023 12:30:38",1690983038407,1,"02/08/2023 14:30:38",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM66122"
"2",1690979513838,"02/08/2023 12:31:53",1690983113838,1,"02/08/2023 14:31:53",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",75455.268,75438.594,75455.268,75455.268,75438.594,75455.268,1,75455.268,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM66122"
"3",1690979513855,"02/08/2023 12:31:53",1690983113855,1,"02/08/2023 14:31:53",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",53610.721,75438.594,75455.268,53610.721,75438.594,75455.268,1,53610.721,21844.547,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM66122"
"4",1690979513857,"02/08/2023 12:31:53",1690983113857,1,"02/08/2023 14:31:53",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",67701.315,75438.594,75455.268,67701.315,75438.594,75455.268,1,67701.315,7753.95300000001,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM66122"
"5",1690979513859,"02/08/2023 12:31:53",1690983113859,1,"02/08/2023 14:31:53",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",72570.424,75438.594,75455.268,72570.424,75438.594,75455.268,1,72570.424,2884.844,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM66122"
"6",1690979539121,"02/08/2023 12:32:19",1690983139121,1,"02/08/2023 14:32:19",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",25320.113,25313.205,25320.113,25320.113,25313.205,25320.113,1,25320.113,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM66122"
"7",1690979539135,"02/08/2023 12:32:19",1690983139135,1,"02/08/2023 14:32:19",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",4252.30499999999,25313.205,25329.879,4252.30499999999,25313.205,25329.879,1,4252.30499999999,21077.574,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM66122"
"8",1690979539139,"02/08/2023 12:32:19",1690983139139,1,"02/08/2023 14:32:19",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",8154.22899999999,25313.205,25329.879,8154.22899999999,25313.205,25329.879,1,8154.22899999999,17175.65,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM66122"
"9",1690979539143,"02/08/2023 12:32:19",1690983139143,1,"02/08/2023 14:32:19",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",22778.497,25313.205,25329.879,22778.497,25313.205,25329.879,1,22778.497,2551.38200000003,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM66122"
"10",1690979560019,"02/08/2023 12:32:40",1690983160019,1,"02/08/2023 14:32:40",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",20904.208,20893.696,20904.208,20904.208,20893.696,20904.208,1,20904.208,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM66122"
"11",1690979560035,"02/08/2023 12:32:40",1690983160035,1,"02/08/2023 14:32:40",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",8387.511,20893.696,20910.37,8387.511,20893.696,20910.37,1,8387.511,12522.859,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM66122"
"12",1690979560037,"02/08/2023 12:32:40",1690983160037,1,"02/08/2023 14:32:40",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",12589.594,20893.696,20910.37,12589.594,20893.696,20910.37,1,12589.594,8320.776,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM66122"
"13",1690979560039,"02/08/2023 12:32:40",1690983160039,1,"02/08/2023 14:32:40",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",16791.767,20893.696,20910.37,16791.767,20893.696,20910.37,1,16791.767,4118.603,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM66122"
"14",1690979560058,"02/08/2023 12:32:40",1690983160058,1,"02/08/2023 14:32:40",139282,42,"questionnaire-uu2n",NA,31005622,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"BIQ (Charlotte)",2,"In","FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM66122"
"1",1690970327947,"02/08/2023 09:58:47",1690973927947,1,"02/08/2023 11:58:47",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM52921"
"2",1690970376137,"02/08/2023 09:59:36",1690973976137,1,"02/08/2023 11:59:36",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",48194.478,48188.39,48194.478,48194.478,48188.39,48194.478,1,48194.478,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM52921"
"3",1690970376139,"02/08/2023 09:59:36",1690973976139,1,"02/08/2023 11:59:36",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",11812.107,48188.39,48194.478,11812.107,48188.39,48194.478,1,11812.107,36382.371,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM52921"
"4",1690970376140,"02/08/2023 09:59:36",1690973976140,1,"02/08/2023 11:59:36",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",33877.96,48188.39,48194.478,33877.96,48188.39,48194.478,1,33877.96,14316.518,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM52921"
"5",1690970376140,"02/08/2023 09:59:36",1690973976140,1,"02/08/2023 11:59:36",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",47321.28,48188.39,48194.478,47321.28,48188.39,48194.478,1,47321.28,873.198000000004,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM52921"
"6",1690970407603,"02/08/2023 10:00:07",1690974007603,1,"02/08/2023 12:00:07",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",31476.73,31470.674,31476.73,31476.73,31470.674,31476.73,1,31476.73,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM52921"
"7",1690970407606,"02/08/2023 10:00:07",1690974007606,1,"02/08/2023 12:00:07",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",7300.63,31470.674,31476.73,7300.63,31470.674,31476.73,1,7300.63,24176.1,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM52921"
"8",1690970407606,"02/08/2023 10:00:07",1690974007606,1,"02/08/2023 12:00:07",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",19537.189,31470.674,31476.73,19537.189,31470.674,31476.73,1,19537.189,11939.541,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM52921"
"9",1690970407607,"02/08/2023 10:00:07",1690974007607,1,"02/08/2023 12:00:07",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",27692.893,31470.674,31476.73,27692.893,31470.674,31476.73,1,27692.893,3783.837,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM52921"
