"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"12",1689001335974,"10/07/2023 15:02:15",1689004935974,1,"10/07/2023 17:02:15",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",14500.105,24783.517,24793.4370000477,14500.105,24783.517,24793.4370000477,1,14500.105,10293.3320000477,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM15998"
"13",1689001335974,"10/07/2023 15:02:15",1689004935974,1,"10/07/2023 17:02:15",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",21316.881,24783.517,24793.737,21316.881,24783.517,24793.737,1,21316.881,3476.856,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM15998"
"14",1689001335977,"10/07/2023 15:02:15",1689004935977,1,"10/07/2023 17:02:15",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM15998"
"1",1689004004469,"10/07/2023 15:46:44",1689007604469,1,"10/07/2023 17:46:44",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM05489"
"2",1689004042940,"10/07/2023 15:47:22",1689007642940,1,"10/07/2023 17:47:22",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",38473.252999857,38462.489,38473.252999857,38473.252999857,38462.489,38473.252999857,1,38473.252999857,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM05489"
"3",1689004042942,"10/07/2023 15:47:22",1689007642942,1,"10/07/2023 17:47:22",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",18373.754,38462.489,38478.4529999046,18373.754,38462.489,38478.4529999046,1,18373.754,20104.6989999046,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM05489"
"4",1689004042943,"10/07/2023 15:47:22",1689007642943,1,"10/07/2023 17:47:22",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",25286.438,38462.489,38478.9529999046,25286.438,38462.489,38478.9529999046,1,25286.438,13192.5149999046,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM05489"
"5",1689004042943,"10/07/2023 15:47:22",1689007642943,1,"10/07/2023 17:47:22",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",36996.691,38462.489,38479.0530000477,36996.691,38462.489,38479.0530000477,1,36996.691,1482.36200004768,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM05489"
"6",1689004069476,"10/07/2023 15:47:49",1689007669476,1,"10/07/2023 17:47:49",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",26549.1639999523,26535.613,26549.1639999523,26549.1639999523,26535.613,26549.1639999523,1,26549.1639999523,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM05489"
"7",1689004069478,"10/07/2023 15:47:49",1689007669478,1,"10/07/2023 17:47:49",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",11093.672,26535.613,26551.4639999046,11093.672,26535.613,26551.4639999046,1,11093.672,15457.7919999046,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM05489"
"8",1689004069478,"10/07/2023 15:47:49",1689007669478,1,"10/07/2023 17:47:49",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",19072.894,26535.613,26551.763999857,19072.894,26535.613,26551.763999857,1,19072.894,7478.86999985695,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM05489"
"9",1689004069478,"10/07/2023 15:47:49",1689007669478,1,"10/07/2023 17:47:49",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",25569.102,26535.613,26552.1639999523,25569.102,26535.613,26552.1639999523,1,25569.102,983.061999952319,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM05489"
"10",1689004093736,"10/07/2023 15:48:13",1689007693736,1,"10/07/2023 17:48:13",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",24273.9510000477,24269.835,24273.9510000477,24273.9510000477,24269.835,24273.9510000477,1,24273.9510000477,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM05489"
"11",1689004093738,"10/07/2023 15:48:13",1689007693738,1,"10/07/2023 17:48:13",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",8728.09700000001,24269.835,24275.8509999046,8728.09700000001,24269.835,24275.8509999046,1,8728.09700000001,15547.7539999046,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM05489"
"12",1689004093738,"10/07/2023 15:48:13",1689007693738,1,"10/07/2023 17:48:13",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",15207.922,24269.835,24276.150999857,15207.922,24269.835,24276.150999857,1,15207.922,9068.22899985695,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM05489"
"13",1689004093738,"10/07/2023 15:48:13",1689007693738,1,"10/07/2023 17:48:13",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",23237.081,24269.835,24276.3509999046,23237.081,24269.835,24276.3509999046,1,23237.081,1039.26999990463,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM05489"
"14",1689004093741,"10/07/2023 15:48:13",1689007693741,1,"10/07/2023 17:48:13",137495,33,"questionnaire-uu2n",NA,30599538,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM05489"
"1",1689004774084,"10/07/2023 15:59:34",1689008374084,1,"10/07/2023 17:59:34",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM50909"
"2",1689004817954,"10/07/2023 16:00:17",1689008417954,1,"10/07/2023 18:00:17",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",43894.6249999523,43880.917,43894.6249999523,43894.6249999523,43880.917,43894.6249999523,1,43894.6249999523,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM50909"
"3",1689004817957,"10/07/2023 16:00:17",1689008417957,1,"10/07/2023 18:00:17",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",25079.493,43880.917,43897.819,25079.493,43880.917,43897.819,1,25079.493,18818.326,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM50909"
"4",1689004817957,"10/07/2023 16:00:17",1689008417957,1,"10/07/2023 18:00:17",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",32739.889,43880.917,43897.819,32739.889,43880.917,43897.819,1,32739.889,11157.93,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM50909"
"5",1689004817957,"10/07/2023 16:00:17",1689008417957,1,"10/07/2023 18:00:17",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",39284.494,43880.917,43897.819,39284.494,43880.917,43897.819,1,39284.494,4613.32499999999,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM50909"
"6",1689004836062,"10/07/2023 16:00:36",1689008436062,1,"10/07/2023 18:00:36",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",18124.908,18118.523,18124.908,18124.908,18118.523,18124.908,1,18124.908,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM50909"
"7",1689004836064,"10/07/2023 16:00:36",1689008436064,1,"10/07/2023 18:00:36",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",4879.28000000001,18118.523,18127.307999857,4879.28000000001,18118.523,18127.307999857,1,4879.28000000001,13248.0279998569,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM50909"
"8",1689004836065,"10/07/2023 16:00:36",1689008436065,1,"10/07/2023 18:00:36",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",10175.272,18118.523,18127.807999857,10175.272,18118.523,18127.807999857,1,10175.272,7952.53599985695,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM50909"
"9",1689004836065,"10/07/2023 16:00:36",1689008436065,1,"10/07/2023 18:00:36",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",17219.214,18118.523,18128.1079998093,17219.214,18118.523,18128.1079998093,1,17219.214,908.893999809268,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM50909"
"10",1689004865927,"10/07/2023 16:01:05",1689008465927,1,"10/07/2023 18:01:05",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",29872.0849998093,29858.479,29872.0849998093,29872.0849998093,29858.479,29872.0849998093,1,29872.0849998093,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM50909"
"11",1689004865930,"10/07/2023 16:01:05",1689008465930,1,"10/07/2023 18:01:05",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",22514.752,29858.479,29874.784999857,22514.752,29858.479,29874.784999857,1,22514.752,7360.03299985695,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM50909"
"12",1689004865930,"10/07/2023 16:01:05",1689008465930,1,"10/07/2023 18:01:05",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",25112.407,29858.479,29875.049,25112.407,29858.479,29875.049,1,25112.407,4762.64199999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM50909"
"13",1689004865930,"10/07/2023 16:01:05",1689008465930,1,"10/07/2023 18:01:05",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",28909.338,29858.479,29875.049,28909.338,29858.479,29875.049,1,28909.338,965.710999999996,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM50909"
"14",1689004865934,"10/07/2023 16:01:05",1689008465934,1,"10/07/2023 18:01:05",137495,33,"questionnaire-uu2n",NA,30599732,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM50909"
"1",1689005319768,"10/07/2023 16:08:39",1689008919768,1,"10/07/2023 18:08:39",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM05151"
"2",1689005344886,"10/07/2023 16:09:04",1689008944886,1,"10/07/2023 18:09:04",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",25115.62,25098.94,25115.62,25115.62,25098.94,25115.62,1,25115.62,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM05151"
"3",1689005344888,"10/07/2023 16:09:04",1689008944888,1,"10/07/2023 18:09:04",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",11015.56,25098.94,25115.62,11015.56,25098.94,25115.62,1,11015.56,14100.06,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM05151"
"4",1689005344888,"10/07/2023 16:09:04",1689008944888,1,"10/07/2023 18:09:04",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",13498.9,25098.94,25115.62,13498.9,25098.94,25115.62,1,13498.9,11616.72,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM05151"
"5",1689005344888,"10/07/2023 16:09:04",1689008944888,1,"10/07/2023 18:09:04",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",22615.6,25098.94,25115.62,22615.6,25098.94,25115.62,1,22615.6,2500.02,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM05151"
"6",1689005359220,"10/07/2023 16:09:19",1689008959220,1,"10/07/2023 18:09:19",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",14358.3,14349.98,14358.3,14358.3,14349.98,14358.3,1,14358.3,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM05151"
"7",1689005359221,"10/07/2023 16:09:19",1689008959221,1,"10/07/2023 18:09:19",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",2466.66,14349.98,14359.3,2466.66,14349.98,14359.3,1,2466.66,11892.64,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM05151"
"8",1689005359221,"10/07/2023 16:09:19",1689008959221,1,"10/07/2023 18:09:19",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",7533.34,14349.98,14359.3,7533.34,14349.98,14359.3,1,7533.34,6825.96,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM05151"
"9",1689005359221,"10/07/2023 16:09:19",1689008959221,1,"10/07/2023 18:09:19",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",13666.66,14349.98,14359.3,13666.66,14349.98,14359.3,1,13666.66,692.639999999999,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM05151"
"10",1689005373446,"10/07/2023 16:09:33",1689008973446,1,"10/07/2023 18:09:33",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",14235.32,14233.34,14235.32,14235.32,14233.34,14235.32,1,14235.32,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM05151"
