"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"316",21,1692016528938,"14/08/2023 12:35:28",1692020128938,1,"14/08/2023 14:35:28",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Fixation","mtm832",2,"continue","",965.733999999997,965.733999999997,965.733999999997,965.733999999997,965.733999999997,965.733999999997,1,965.733999999997,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"317",22,1692016653561,"14/08/2023 12:37:33",1692020253561,1,"14/08/2023 14:37:33",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",124622.936999988,124616.297,124622.936999988,124622.936999988,124616.297,124622.936999988,1,124622.936999988,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"318",23,1692016653567,"14/08/2023 12:37:33",1692020253567,1,"14/08/2023 14:37:33",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","All in all ok, easy to understand but not too engaging.",44674.6420000001,124616.297,124630.037000012,44674.6420000001,124616.297,124630.037000012,1,44674.6420000001,79955.3950000119,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"319",24,1692016653569,"14/08/2023 12:37:33",1692020253569,1,"14/08/2023 14:37:33",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","There is not much body movement.",30121.664,124616.297,124631.436999988,30121.664,124616.297,124631.436999988,1,30121.664,94509.7729999881,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"320",25,1692016654520,"14/08/2023 12:37:34",1692020254520,1,"14/08/2023 14:37:34",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",965.707999999984,965.707999999984,965.707999999984,965.707999999984,965.707999999984,965.707999999984,1,965.707999999984,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"321",26,1692016729412,"14/08/2023 12:38:49",1692020329412,1,"14/08/2023 14:38:49",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Positive Feedback","Video","w2ir4b",1,"continue","",74892.732,74879.476,74892.732,74892.732,74879.476,74892.732,1,74892.732,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"322",27,1692016729415,"14/08/2023 12:38:49",1692020329415,1,"14/08/2023 14:38:49",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Positive Feedback","Video","w2ir4b",1,"response","The person's voice is clear and is easy to hear. ",38979.98,74879.476,74895.732,38979.98,74879.476,74895.732,1,38979.98,35915.752,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"323",28,1692016729415,"14/08/2023 12:38:49",1692020329415,1,"14/08/2023 14:38:49",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Positive Feedback","Video","w2ir4b",1,"response","Quite descriptive, sets the scenery and backdrop. ",15002.471,74879.476,74896.1259999999,15002.471,74879.476,74896.1259999999,1,15002.471,59893.6549999999,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"324",29,1692016730365,"14/08/2023 12:38:50",1692020330365,1,"14/08/2023 14:38:50",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Positive Feedback","Fixation","mtm832",2,"continue","",965.830000000075,965.830000000075,965.830000000075,965.830000000075,965.830000000075,965.830000000075,1,965.830000000075,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"325",30,1692016797986,"14/08/2023 12:39:57",1692020397986,1,"14/08/2023 14:39:57",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",67619.7359999999,67603.166,67619.7359999999,67619.7359999999,67603.166,67619.7359999999,1,67619.7359999999,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"326",31,1692016797993,"14/08/2023 12:39:57",1692020397993,1,"14/08/2023 14:39:57",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","The person has a fair bit of 'um's in their description, perhaps not quite sure how to describe something about the image.",34401.137,67603.166,67619.7359999999,34401.137,67603.166,67619.7359999999,1,34401.137,33218.5989999999,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"327",32,1692016797994,"14/08/2023 12:39:57",1692020397994,1,"14/08/2023 14:39:57",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","The person is a bit inquisitive in a way.",6943.45600000001,67603.166,67619.7359999999,6943.45600000001,67603.166,67619.7359999999,1,6943.45600000001,60676.2799999999,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"328",33,1692016798934,"14/08/2023 12:39:58",1692020398934,1,"14/08/2023 14:39:58",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",965.868000000017,965.868000000017,965.868000000017,965.868000000017,965.868000000017,965.868000000017,1,965.868000000017,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"329",34,1692016906960,"14/08/2023 12:41:46",1692020506960,1,"14/08/2023 14:41:46",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",108026.692000012,108015.183,108026.692000012,108026.692000012,108015.183,108026.692000012,1,108026.692000012,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"330",35,1692016906969,"14/08/2023 12:41:46",1692020506969,1,"14/08/2023 14:41:46",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","The person seems to be focused on describing.",27174.401,108015.183,108031.822,27174.401,108015.183,108031.822,1,27174.401,80857.421,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"331",36,1692016906970,"14/08/2023 12:41:46",1692020506970,1,"14/08/2023 14:41:46",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","The person's hands move frequently.",8824.96699999995,108015.183,108031.822,8824.96699999995,108015.183,108031.822,1,8824.96699999995,99206.855,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"332",37,1692016907915,"14/08/2023 12:41:47",1692020507915,1,"14/08/2023 14:41:47",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",965.733000000007,965.733000000007,965.733000000007,965.733000000007,965.733000000007,965.733000000007,1,965.733000000007,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"333",38,1692016976016,"14/08/2023 12:42:56",1692020576016,1,"14/08/2023 14:42:56",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",68101.2760000119,68086.005,68101.2760000119,68101.2760000119,68086.005,68101.2760000119,1,68101.2760000119,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"334",39,1692016976022,"14/08/2023 12:42:56",1692020576022,1,"14/08/2023 14:42:56",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"response","The person is smiling, which gives it a more positive light. ",27141.076,68086.005,68102.696,27141.076,68086.005,68102.696,1,27141.076,40961.62,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"335",40,1692016976023,"14/08/2023 12:42:56",1692020576023,1,"14/08/2023 14:42:56",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"response","The person describes the photo very well, describes each person within the photo in quite detail.",7742.60600000003,68086.005,68102.696,7742.60600000003,68086.005,68102.696,1,7742.60600000003,60360.09,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"336",41,1692016976966,"14/08/2023 12:42:56",1692020576966,1,"14/08/2023 14:42:56",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",965.660999999964,965.660999999964,965.660999999964,965.660999999964,965.660999999964,965.660999999964,1,965.660999999964,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"337",42,1692016976973,"14/08/2023 12:42:56",1692020576973,1,"14/08/2023 14:42:56",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF05791"
"338",1,1692007259185,"14/08/2023 10:00:59",1692010859185,1,"14/08/2023 12:00:59",140743,17,"task-s9co",NA,31172967,NA,"complete",NA,"64da05cb6b98735afb657801","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x689",NA,NA,0,"Video Feedback Task (Clone)",6,"JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF94218"
"339",2,1692007293948,"14/08/2023 10:01:33",1692010893948,1,"14/08/2023 12:01:33",140743,17,"task-s9co",NA,31172967,NA,"complete",NA,"64da05cb6b98735afb657801","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x689",NA,NA,0,"Video Feedback Task (Clone)",6,"JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",34511.738,34500.862,34511.738,34511.738,34500.862,34511.738,1,34511.738,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF94218"
"340",3,1692007293956,"14/08/2023 10:01:33",1692010893956,1,"14/08/2023 12:01:33",140743,17,"task-s9co",NA,31172967,NA,"complete",NA,"64da05cb6b98735afb657801","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x689",NA,NA,0,"Video Feedback Task (Clone)",6,"JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","i didnt picture it",19250.371,34500.862,34517.503,19250.371,34500.862,34517.503,1,19250.371,15267.132,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF94218"
"341",4,1692007293960,"14/08/2023 10:01:33",1692010893960,1,"14/08/2023 12:01:33",140743,17,"task-s9co",NA,31172967,NA,"complete",NA,"64da05cb6b98735afb657801","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x689",NA,NA,0,"Video Feedback Task (Clone)",6,"JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","they did  bad",8016.645,34500.862,34517.503,8016.645,34500.862,34517.503,1,8016.645,26500.858,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF94218"
"342",5,1692007294903,"14/08/2023 10:01:34",1692010894903,1,"14/08/2023 12:01:34",140743,17,"task-s9co",NA,31172967,NA,"complete",NA,"64da05cb6b98735afb657801","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x689",NA,NA,0,"Video Feedback Task (Clone)",6,"JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.650999999998,966.650999999998,966.650999999998,966.650999999998,966.650999999998,966.650999999998,1,966.650999999998,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF94218"
"343",6,1692007354055,"14/08/2023 10:02:34",1692010954055,1,"14/08/2023 12:02:34",140743,17,"task-s9co",NA,31172967,NA,"complete",NA,"64da05cb6b98735afb657801","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x689",NA,NA,0,"Video Feedback Task (Clone)",6,"JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",59154.125000006,59151.655,59154.125000006,59154.125000006,59151.655,59154.125000006,1,59154.125000006,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF94218"
"344",7,1692007354060,"14/08/2023 10:02:34",1692010954060,1,"14/08/2023 12:02:34",140743,17,"task-s9co",NA,31172967,NA,"complete",NA,"64da05cb6b98735afb657801","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x689",NA,NA,0,"Video Feedback Task (Clone)",6,"JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"response","They spoke loud and clear",35534.369,59151.655,59158.725,35534.369,59151.655,59158.725,1,35534.369,23624.356,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF94218"
"345",8,1692007354061,"14/08/2023 10:02:34",1692010954061,1,"14/08/2023 12:02:34",140743,17,"task-s9co",NA,31172967,NA,"complete",NA,"64da05cb6b98735afb657801","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x689",NA,NA,0,"Video Feedback Task (Clone)",6,"JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"response","They looked nice",13117.026,59151.655,59159.725,13117.026,59151.655,59159.725,1,13117.026,46042.699,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF94218"
